query_product,query_category,model,reranking,rank,recommended_product,rec_category,rec_brand,similarity_score,rating,sold,trust_score,is_mall
Máy Tính Bảng Viết LCD 12 Inch Bảng Vẽ Kỹ Thuật Số Điện Tử Bảng Viết Xóa Được Xóa Một Cú Nhấp Chuột Kèm Nút Khóa Quà Tặng Cho Trẻ Em Người Lớn Tại Nhà Văn Phòng Trường Học,Máy tính bảng,Hybrid-PhoBERT,no,0,BIGHSM Máy Tính Khoa Học Với Văn Bản Vẽ Máy Tính Bảng Xách Tay 12 Chữ Số LCD Lớn Hiển Thị Máy Tính Cho Toán Học Văn Phòng Dự Thảo Bản Ghi Nhớ,Máy tính bảng,other,0.9306,5.0,0,0.5,0
Máy Tính Bảng Viết LCD 12 Inch Bảng Vẽ Kỹ Thuật Số Điện Tử Bảng Viết Xóa Được Xóa Một Cú Nhấp Chuột Kèm Nút Khóa Quà Tặng Cho Trẻ Em Người Lớn Tại Nhà Văn Phòng Trường Học,Máy tính bảng,Hybrid-PhoBERT,no,0,E-WOITD Máy Tính Khoa Học Với Văn Bản Vẽ Máy Tính Bảng Xách Tay 12 Chữ Số LCD Lớn Hiển Thị Máy Tính Cho Toán Học Văn Phòng Dự Thảo Bản Ghi Nhớ,Máy tính bảng,other,0.9161,5.0,0,0.5,0
Máy Tính Bảng Viết LCD 12 Inch Bảng Vẽ Kỹ Thuật Số Điện Tử Bảng Viết Xóa Được Xóa Một Cú Nhấp Chuột Kèm Nút Khóa Quà Tặng Cho Trẻ Em Người Lớn Tại Nhà Văn Phòng Trường Học,Máy tính bảng,Hybrid-PhoBERT,no,0,2023 Mới Máy Tính Bảng X6 Pro 10.8 Inch 4K Toàn Màn Hình 12GB RAM + 512GB ROM Call Tablet Series 4G/5G WIFI Dual SIM Android 12.0 8800mah Type-C Máy Tính Bảng Học Tập Cho Trẻ Em Miễn Phí Vận Chuyển,Máy tính bảng,other,0.8634,4.7,128,0.6,0
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,TF-IDF,no,0,Điện thoại thông minh POCO X8 PRO| Pin cực lớn 6500mAh(typ) sạc nhanh 100W| Màn hình AMOLED 1.5K 120Hz,Điện thoại,xiaomi,0.3054,4.94,406,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,TF-IDF,no,0,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,Máy tính bảng,xiaomi,0.2138,5.0,7,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,TF-IDF,no,0,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,Máy tính bảng,xiaomi,0.2134,4.89,196,0.85,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,TF-IDF,no,0,Điện thoại vivo Y28 (8GB+256GB) - Chính hãng - 1 Đổi 1 tháng đầu tiên - Bảo hành 12 tháng,Điện thoại,vivo,0.2127,5.0,0,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,TF-IDF,no,0,Điện thoại vivo Y28 (8GB+128GB) - Chính hãng - 1 Đổi 1 tháng đầu tiên - Bảo hành 12 tháng,Điện thoại,vivo,0.2126,5.0,0,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,SBERT,no,0,Điện thoại thông minh POCO X8 PRO| Pin cực lớn 6500mAh(typ) sạc nhanh 100W| Màn hình AMOLED 1.5K 120Hz,Điện thoại,xiaomi,0.7992,4.94,406,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,SBERT,no,0,"[New] REDMI Pad 2 Pro 5G | Màn hình 12,1"" 2,5K siêu rõ nét | Hình ảnh mượt mà với tần số quét lên đến 120Hz | Pin 12.000mAh (typ) dung lượng lớn | Bộ xử lý 4nm tiên tiến với 5G",Điện thoại,xiaomi,0.6978,5.0,13,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,SBERT,no,0,Điện thoại di động giá rẻ S23 Ultra Full HD 7.3Inch Điện Thoại Di Động Bộ Nhớ Lớn 16+1T Hai Thẻ Sim Camera HD 48+100MP Pin 8000mAh điện thoại chính hãng giá rẻ,Điện thoại,other,0.6676,5.0,0,0.5,0
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,SBERT,no,0,"Điện thoại 0p_po A9 (2020) 8GB/256GB nguyên zin đẹp keng Full chức năng kèm ốp lưng, cường lực BH 06 tháng",Điện thoại,other,0.6532,5.0,12,0.5,0
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,SBERT,no,0,Điện thoại F11 (6/128gb) Đen,Điện thoại,other,0.65,5.0,0,0.5,0
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,PhoBERT,no,0,"Xiaomi 15T | Thiết kế thân máy bo tròn thanh lịch | Màn hình 6.83"" bảo vệ mắt cùng tần số quét 120Hz | Xiaomi HyperAI | Sạc nhanh HyperCharge 67W | Pin bền bỉ 5500mAh (typ)",Điện thoại,xiaomi,0.9302,5.0,34,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,PhoBERT,no,0,"Xiaomi 15T Pro | Ống kính tele Leica 5x Pro, Chụp ảnh Spotlight | Thiết kế thân máy bo tròn thanh lịch | Màn hình 6.83"" bảo vệ mắt cùng tần số quét 144Hz | Sạc nhanh HyperCharge: 90W có dây, 50W không dây | Xiaomi HyperAl",Điện thoại,xiaomi,0.9243,5.0,28,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,PhoBERT,no,0,"[New] REDMI Pad 2 Pro 5G | Màn hình 12,1"" 2,5K siêu rõ nét | Hình ảnh mượt mà với tần số quét lên đến 120Hz | Pin 12.000mAh (typ) dung lượng lớn | Bộ xử lý 4nm tiên tiến với 5G",Điện thoại,xiaomi,0.9221,5.0,13,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,PhoBERT,no,0,[ƯU ĐÃI MỞ BÁN] Điện thoại di động Tecno Camon 30S 8GB/256GB - Helio G100 | 5000mAh | Sạc nhanh 33W | Hàng chính hãng,Điện thoại,other,0.9196,5.0,0,0.5,0
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,PhoBERT,no,0,[TV Mới] Xiaomi TV A Pro 55'' 2026 | Màn hình QLED 4K độ sáng cao với công nghệ làm mượt chuyển động | Tần số quét 120Hz khi bật chế độ Game Boost qua HDMI | Bề mặt kim loại bắt mắt với thiết kế khung viền siêu mỏng,Màn hình,xiaomi,0.9189,4.82,141,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,Hybrid-SBERT,no,0,Điện thoại thông minh POCO X8 PRO| Pin cực lớn 6500mAh(typ) sạc nhanh 100W| Màn hình AMOLED 1.5K 120Hz,Điện thoại,xiaomi,0.9834,4.94,406,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,Hybrid-SBERT,no,0,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,Máy tính bảng,xiaomi,0.9239,5.0,7,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,Hybrid-SBERT,no,0,"[New] REDMI Pad 2 Pro 5G | Màn hình 12,1"" 2,5K siêu rõ nét | Hình ảnh mượt mà với tần số quét lên đến 120Hz | Pin 12.000mAh (typ) dung lượng lớn | Bộ xử lý 4nm tiên tiến với 5G",Điện thoại,xiaomi,0.9239,5.0,13,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,Hybrid-SBERT,no,0,điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,vivo,0.8692,5.0,69,0.55,0
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,Hybrid-SBERT,no,0,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,Máy tính bảng,xiaomi,0.8688,4.89,196,0.85,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,Hybrid-PhoBERT,no,0,"Xiaomi 15T | Thiết kế thân máy bo tròn thanh lịch | Màn hình 6.83"" bảo vệ mắt cùng tần số quét 120Hz | Xiaomi HyperAI | Sạc nhanh HyperCharge 67W | Pin bền bỉ 5500mAh (typ)",Điện thoại,xiaomi,0.9255,5.0,34,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,Hybrid-PhoBERT,no,0,Điện thoại thông minh POCO X8 PRO| Pin cực lớn 6500mAh(typ) sạc nhanh 100W| Màn hình AMOLED 1.5K 120Hz,Điện thoại,xiaomi,0.9255,4.94,406,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,Hybrid-PhoBERT,no,0,"[New] REDMI Pad 2 Pro 5G | Màn hình 12,1"" 2,5K siêu rõ nét | Hình ảnh mượt mà với tần số quét lên đến 120Hz | Pin 12.000mAh (typ) dung lượng lớn | Bộ xử lý 4nm tiên tiến với 5G",Điện thoại,xiaomi,0.9161,5.0,13,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,Hybrid-PhoBERT,no,0,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,Máy tính bảng,xiaomi,0.9111,5.0,7,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Điện thoại,Hybrid-PhoBERT,no,0,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,Máy tính bảng,xiaomi,0.8971,4.89,196,0.85,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,TF-IDF,no,0,Điện thoại Apple iPhone 16 - Hàng Chính Hãng VN/A,Điện thoại,apple,0.2756,4.93,883,0.85,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,TF-IDF,no,0,điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,vivo,0.2716,5.0,69,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,TF-IDF,no,0,Điện thoại thông minh Xiaomi 15 Ultra (16+512GB) | Camera Leica | Ống kính tele 200MP | Xiaomi HyperAI,Điện thoại,xiaomi,0.2666,5.0,191,0.85,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,TF-IDF,no,0,iPhone 13 - Hàng Chính Hãng VN/A,Điện thoại,apple,0.2624,4.89,6500,1.0,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,TF-IDF,no,0,Điện thoại di động HTC Wildfire E3 lite (4GB/64GB) - Chính hãng,Điện thoại,other,0.2588,4.71,74,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,SBERT,no,0,Hanrui Shop Máy tính bảng Moocis M5 màn hình cong 5D 10inch,Máy tính bảng,other,0.8581,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,SBERT,no,0,Điện thoại Vivo Y11 6GB/128GB nguyên zin đẹp keng BH 12 tháng,Điện thoại,vivo,0.8327,4.8,23,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,SBERT,no,0,Điện thoại F11 (6/128gb) Đen,Điện thoại,other,0.83,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,SBERT,no,0,Điện thoại 6s rất đẹp,Điện thoại,other,0.8251,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,SBERT,no,0,"Điện thoại Samsung Galaxy Z Fold6, điện thoại AI, màn hình cực đại 7.6"", mỏng nhẹ",Điện thoại,samsung,0.8164,5.0,569,0.7,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,PhoBERT,no,0,điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,vivo,0.9514,5.0,69,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,PhoBERT,no,0,Điện thoại Apple iPhone 17 Pro Max - Hàng Chính Hãng ZP/A,Điện thoại,apple,0.9495,4.95,2300,0.95,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,PhoBERT,no,0,Đt siêu mượt Điện thoại cao cấp Vi xử lý 10 nhân Bán giá rẻ Cấu hình mạnh đỉnh điện thoại giá học sinh bản Quốc tế NEW 5G Phone,Điện thoại,vivo,0.9488,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,PhoBERT,no,0,Điện thoại di động HTC Wildfire E3 lite (4GB/64GB) - Chính hãng,Điện thoại,other,0.9482,4.71,74,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,PhoBERT,no,0,điện thoại giá rẽ 6.8inch Chính Hãng Android đt giá siêu rẻ Cấu Hình Mạnh Đỉnh điện thoại giá học sinh Pin trâu 6800mAh điện thoại cao cấp,Điện thoại,other,0.9466,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,Hybrid-SBERT,no,0,Điện thoại F11 (6/128gb) Đen,Điện thoại,other,0.9297,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,Hybrid-SBERT,no,0,Điện Thoại Thông Minh Giá Rẻ Samsung Galaxy J2 prime G532 Hỗ Trợ 4G Máy Cũ Tân Trang,Điện thoại,samsung,0.8565,4.4,98,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,Hybrid-SBERT,no,0,điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,vivo,0.8426,5.0,69,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,Hybrid-SBERT,no,0,Điện thoại Apple iPhone 17 - Hàng Chính Hãng ZP/A,Điện thoại,apple,0.8051,4.92,364,0.8,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,Hybrid-SBERT,no,0,Điện thoại 6s rất đẹp,Điện thoại,other,0.8023,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,Hybrid-PhoBERT,no,0,điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,vivo,0.9753,5.0,69,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,Hybrid-PhoBERT,no,0,Điện thoại di động HTC Wildfire E3 lite (4GB/64GB) - Chính hãng,Điện thoại,other,0.9293,4.71,74,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,Hybrid-PhoBERT,no,0,Điện thoại thông minh Xiaomi 15 Ultra (16+512GB) | Camera Leica | Ống kính tele 200MP | Xiaomi HyperAI,Điện thoại,xiaomi,0.8797,5.0,191,0.85,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,Hybrid-PhoBERT,no,0,Điện Thoại Thông Minh Giá Rẻ Samsung Galaxy J2 prime G532 Hỗ Trợ 4G Máy Cũ Tân Trang,Điện thoại,samsung,0.8565,4.4,98,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,Hybrid-PhoBERT,no,0,Điện thoại Apple iPhone 17 Pro Max - Hàng Chính Hãng ZP/A,Điện thoại,apple,0.8339,4.95,2300,0.95,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,TF-IDF,no,0,Apple iPhone 16 128GB - Chính Hãng (VN/A),Điện thoại,apple,0.2572,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,TF-IDF,no,0,Apple iPhone 16 Plus 128GB - Chính Hãng (VN/A),Điện thoại,apple,0.2542,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,TF-IDF,no,0,Điện thoại vivo Y04 (6GB+128GB) - Hàng Chính Hãng - 1 Đổi 1 Tháng Đầu Tiên - Bảo Hành 12 Tháng,Điện thoại,vivo,0.2463,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,TF-IDF,no,0,Apple iPhone 16 Pro 128GB - Chính Hãng (VN/A),Điện thoại,apple,0.2456,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,TF-IDF,no,0,Điện Thoại Di Động Masstel Fami 60S 4G,Điện thoại,other,0.2441,5.0,0,0.5,0
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,SBERT,no,0,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,Máy tính bảng,xiaomi,0.8271,4.89,196,0.85,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,SBERT,no,0,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,Máy tính bảng,xiaomi,0.7782,5.0,7,0.8,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,SBERT,no,0,Máy tính bảng Xiaomi Pad 8 Pro (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8 Elite,Máy tính bảng,xiaomi,0.7586,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,SBERT,no,0,"Máy tính bảng P70 12 inch RAM 16GB ROM 1TB Android 13 15000mAh 24MP 48MP camera HD, Snapdragon 888, tần số quét cao 60Hz, hỗ trợ 4/5G, WiFi, Bluetooth, GPS và các tính năng khác, máy tính bảng giá rẻ, học tập, văn phòng, xem phim, chơi game.",Máy tính bảng,other,0.7454,5.0,18,0.5,0
